title,release_year,genres,imdb_score
Isa Pa with Feelings,2019,"['comedy', 'romance', 'drama']",7.9
Scams,2019,"['action', 'crime', 'drama']",6.4
Kasanova,2019,"['romance', 'drama']",6.7
Reframe THEATER EXPERIENCE with you,2020,['music'],
K. D.,2019,['drama'],8.5
Zulu Man in Japan,2020,['documentation'],
We Are One,2020,['documentation'],4.6
Cuddle Weather,2019,['drama'],
"Martin Matte: La vie, la mort... eh la la..!",2019,['comedy'],6.5
Small Chops,2020,['drama'],2.9
Finding Agnes,2020,['drama'],4.9
Elf Pets: Santa's Reindeer Rescue,2020,['animation'],
Emily's Wonder Lab,2020,[],
Rhys Nicholson: Live at the Athenaeum,2020,['comedy'],7.6
Perfume Imaginary Museum “Time Warp”,2020,['music'],6.5
Pegasus,2019,"['comedy', 'fantasy', 'sport']",6.3
Kannum Kannum Kollaiyadithaal,2020,"['comedy', 'drama', 'romance', 'thriller']",7.7
Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,2019,['documentation'],
"Wait, My Youth",2019,"['drama', 'romance']",8.1
Nailed It! France,2019,['reality'],6.4
GIMS: On the Record,2020,"['music', 'documentation']",6.8
Bangkok Buddies,2019,"['comedy', 'drama']",6.8
Leyla Everlasting,2020,['comedy'],3.7
Bigflo & Oli: Hip Hop Frenzy,2020,"['documentation', 'music']",6.7
27 Steps of May,2019,['drama'],8.1
Pinky Malinky,2019,"['comedy', 'family', 'animation']",5.8
Single Slipper Size - 7,2019,"['drama', 'thriller']",8.4
Wave of Cinema: Filosofi Kopi,2020,"['documentation', 'music']",
The Charming Stepmom,2019,"['family', 'comedy', 'romance']",7.8
Mallesham,2019,['drama'],8.3
Deon Cole: Cole Hearted,2019,['comedy'],6.9
15 August,2019,"['romance', 'comedy', 'drama']",5.8
Sab el-Burumbah,2019,['comedy'],5.5
Mehandi Circus,2019,['drama'],7.4
David Batra: Elephant in The Room,2020,['comedy'],5.9
A New York Christmas Wedding,2020,"['drama', 'romance']",5.3
True: Happy Hearts Day,2019,[],
Sanitation Day,2020,['thriller'],3.3
The Millions,2019,"['comedy', 'thriller', 'drama']",5.5
One Day We'll Talk About Today,2020,"['drama', 'family', 'music', 'documentation']",7.4
Once Upon a Time in Lingjian Mountain,2019,"['action', 'comedy', 'fantasy', 'romance', 'drama']",7.5
The Perfect Picture: Ten Years Later,2019,"['comedy', 'romance']",6.2
Dreamy Eyes,2019,['romance'],
True: Terrific Tales,2020,"['animation', 'family']",5.7
The Beginning of Life 2: Outside,2020,['documentation'],8.1
Arsenio Hall: Smart and Classy,2019,['comedy'],
Somewhere Only We Know,2019,"['drama', 'romance']",7.3
Fukrey Boyzzz: Space Mein Fukrapanti,2020,"['animation', 'family', 'comedy']",7.8
Motu Patlu in the Game of Zones,2020,"['fantasy', 'action', 'animation', 'comedy', 'thriller']",
Wira,2019,['drama'],
Anitta: Made in Honório,2020,"['documentation', 'music']",6.8
True: Winter Wishes,2019,['animation'],
In the Bosom of a Thorn,2019,['drama'],7.3
Answer for Heaven,2019,"['comedy', 'drama']",
All Because of You,2020,"['comedy', 'action', 'romance']",4.2
Uriyadi 2,2019,"['thriller', 'action']",7.1
The End,2019,"['crime', 'action']",
Guddiyan Patole,2019,"['comedy', 'drama']",7.0
Motu Patlu the Superheroes – Super Villains from Mars,2019,[],
Albert  Pinto Ko Gussa Kyun Aata Hai?,2019,['drama'],5.5
Maniyarayile Ashokan,2020,"['drama', 'comedy', 'romance']",4.7
Futmalls.com,2020,"['thriller', 'scifi']",6.4
Valentino,2020,['comedy'],5.2
Chippa,2019,['drama'],6.4
A Go! Go! Cory Carson Summer Camp,2020,['animation'],
American Factory: A Conversation with the Obamas,2019,['documentation'],
4th Republic,2019,"['thriller', 'drama']",6.2
A Tale of Two Kitchens,2019,['documentation'],6.5
Mokalik (Mechanic),2019,"['comedy', 'drama']",6.2
The Body Remembers When the World Broke Open,2019,"['drama', 'european']",7.0
2 Weeks in Lagos,2019,['romance'],6.6
The Claudia Kishi Club,2020,['documentation'],
Kids on the Block,2019,"['comedy', 'family']",5.7
J-Style Trip,2020,['reality'],4.9
Horrid Henry's Gross Day Out,2020,"['animation', 'comedy', 'action']",6.1
Soulmate,2020,['romance'],
The Knight and the Princess,2019,"['comedy', 'family', 'fantasy', 'history', 'animation']",5.9
After Maria,2019,['documentation'],
Penalty,2019,"['sport', 'drama']",5.3
3 Logical Exits,2020,['documentation'],
The 9th Precinct,2019,"['fantasy', 'thriller', 'action', 'crime', 'drama']",5.6
Malaal,2019,"['romance', 'action', 'drama']",5.9
The Magic School Bus Rides Again: The Frizz Connection,2020,"['animation', 'family']",
Evvarikee Cheppoddu,2019,['drama'],7.2
Nasha Natasha,2020,"['documentation', 'music']",6.4
Super Monsters Save Christmas,2019,"['animation', 'fantasy', 'family']",4.8
Luckee,2019,"['comedy', 'drama']",4.7
Kalek Shanab,2019,['comedy'],
Amsterdam to Anatolia,2019,['thriller'],
In Vitro,2019,[],7.7
"Sincerely Yours, Dhaka",2019,['drama'],6.9
One Like It,2020,[],
Marked,2019,['documentation'],
Kambili: The Whole 30 Yards,2020,"['romance', 'comedy']",6.6
Saavat,2019,"['thriller', 'crime', 'drama']",6.6
Finding Hubby,2020,['comedy'],
PNL - Dans la légende tour,2020,"['documentation', 'music']",
Krutant,2019,"['drama', 'thriller']",6.4
糖糖Online,2019,['drama'],5.5
This Earth of Mankind,2019,"['drama', 'history']",6.9
Holy Expectations,2019,['comedy'],5.2
Luccas Neto in: The End of Christmas,2019,[],
Classmates Minus,2020,"['comedy', 'drama']",7.1
Masameer: The Movie,2020,"['comedy', 'drama', 'animation']",5.9
Sethum Aayiram Pon,2019,"['family', 'drama']",7.2
Super Monsters: Dia de los Monsters,2020,['animation'],
The App That Stole Christmas,2020,"['drama', 'comedy']",3.7
Ali & Alia,2019,"['romance', 'drama']",5.0
"Blue, Painful, and Brittle",2020,['action'],
Tee Shot: Ariya Jutanugarn,2019,['drama'],
True: Tricky Treat Day,2019,"['animation', 'family']",
Time Out,2019,"['comedy', 'drama', 'romance']",5.9
Unroyal,2020,"['drama', 'romance', 'comedy']",
Park Na-rae: Glamour Warning,2019,['comedy'],
Sleepless Society NYCTOPHOBIA,2019,"['drama', 'thriller']",5.5
Ave Maryam,2019,"['romance', 'drama']",7.0
Chico Bon Bon and the Very Berry Holiday,2020,"['family', 'animation']",5.9
Uncle Naji in UAE,2019,"['comedy', 'horror']",5.0
Tarung Sarung,2020,"['drama', 'sport', 'thriller', 'action']",6.3
Mauricio Meirelles: Generating Chaos,2020,['comedy'],
Lola Igna,2019,"['drama', 'comedy']",7.2
Vir Das: Outside in - The Lockdown Special,2020,['comedy'],6.5
Kenny Sebastian: The Most Interesting Person in the Room,2020,['comedy'],6.2
We Are Legends,2019,['action'],5.1
Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,2020,"['documentation', 'sport']",
Fate of Alakada,2020,['comedy'],7.0
Rooting for Roona,2020,['documentation'],
A Go! Go! Cory Carson Christmas,2020,"['animation', 'family']",6.3
Your Excellency,2019,['comedy'],6.6
Elevator Baby,2019,"['comedy', 'drama']",6.9
Andre and His Olive Tree,2020,['documentation'],6.6
Nenjamundu Nermaiyundu Odu Raja,2019,"['comedy', 'romance', 'drama']",6.1
"Hoshino Gen Dome Tour ""POP VIRUS"" at Tokyo Dome",2019,"['documentation', 'music']",
Namaste Wahala,2020,"['comedy', 'drama', 'romance']",5.2
Super Monsters: Santa's Super Monster Helpers,2020,"['animation', 'family']",4.5
True: Rainbow Rescue,2020,['animation'],
High End Yaariyaan,2019,"['romance', 'comedy', 'drama', 'family']",5.8
Nimbe: The Movie,2019,['drama'],5.9
In Paradox,2019,"['thriller', 'fantasy']",5.0
Mohamed Hussein,2019,['comedy'],
The Panti Sisters,2019,"['comedy', 'romance']",5.6
Baxu and the Giants,2019,"['drama', 'fantasy']",
Luccas Neto in: Children's Day,2019,"['comedy', 'family']",2.5
Rudra: Secret of the Black Moon,2020,[],
Ratones Paranoicos: The Band That Rocked Argentina,2019,"['documentation', 'music']",
The American Game,2019,['comedy'],
Holiday Home Makeover with Mr. Christmas,2020,['reality'],5.8
Uma Maheswara Ugra Roopasya,2020,"['drama', 'comedy']",
Wave of Cinema: Generasi 90an,2020,['music'],
Nailed It! Spain,2019,['reality'],
Generasi 90an: Melankolia,2020,['drama'],
Wave of Cinema: Surat Dari Timur,2020,['music'],
Buddi,2020,"['fantasy', 'animation', 'comedy', 'family']",7.1
I'm Glad I Did,2020,['documentation'],8.4
RK Nagar,2019,['comedy'],5.1
Ladies Up,2020,"['reality', 'comedy']",4.3
Kings of Jo'Burg,2020,"['crime', 'thriller']",5.6
Si Doel the Movie 2,2019,"['romance', 'drama', 'comedy']",7.0
My Stupid Boss 2,2019,"['comedy', 'drama']",6.6
I'm with the Band: Nasty Cherry,2019,['reality'],
Mariposa,2020,"['drama', 'romance', 'comedy']",7.7
The House Arrest of Us,2020,"['comedy', 'romance']",5.6
The Smart Money Woman,2020,['drama'],6.4
The Book of Sun,2020,['thriller'],
Kaagar,2019,"['crime', 'drama']",6.2
Four Sisters Before the Wedding,2020,"['drama', 'comedy']",6.3
Extreme Engagement,2019,['reality'],5.6
Fary: Hexagone,2020,['comedy'],6.2
Carlos Almaraz: Playing with Fire,2019,['documentation'],7.5
True Tunes,2019,['family'],8.0
Awon Boyz,2019,['documentation'],
Bypass Road,2019,"['thriller', 'drama']",5.4
Rakkhosh,2019,['horror'],4.9
Hamid,2019,['drama'],7.7
That's What Happened,2019,[],
Children of Adam,2020,"['action', 'drama']",7.8
Word Party Songs,2020,"['animation', 'family']",3.6
A Home with a View,2019,"['comedy', 'drama']",5.9
Cemara's Family,2019,"['drama', 'family']",7.8
Three Thieves,2019,['comedy'],
100% Halal,2020,['drama'],
Dear Affy,2020,"['romance', 'comedy']",
David A. Arnold Fat Ballerina,2020,['comedy'],7.4
I Have A Script,2019,['drama'],
Alone/Together,2019,"['drama', 'romance']",6.8
Loving is Losing,2019,[],
Between Maybes,2019,"['drama', 'romance']",6.2
Sur Sapata,2019,"['drama', 'comedy', 'sport']",7.4
Si Doel the Movie 3,2020,"['drama', 'romance']",6.7
Mama Drama,2020,['drama'],6.3
The Defected,2019,"['drama', 'crime']",7.4
Tuna Girl,2019,"['drama', 'comedy']",6.1
The Wedding Shaman,2019,"['romance', 'drama']",7.1
Dilan 1991,2019,"['drama', 'romance']",6.8
She Is,2019,['drama'],5.8
Bhai - Vyakti Ki Valli 2,2019,"['comedy', 'drama']",7.8
Elf Pets: A Fox Cub's Christmas Tale,2019,"['animation', 'fantasy']",4.7
This Lady Called Life,2020,['drama'],6.8
마법버스 타요,2020,[],
One Take,2020,"['documentation', 'music']",5.9
Chhota Bheem Ka Roosi Romanch,2019,['animation'],
#FriendButMarried 2,2020,"['drama', 'comedy', 'romance']",6.9
Luccas Neto in: Summer Camp,2019,['comedy'],2.8
Girl's Revenge,2020,['drama'],5.7
Kolaiyuthir Kaalam,2019,"['thriller', 'drama']",2.6
Sakaling Maging Tayo,2019,"['comedy', 'romance']",7.1
Story of Kale: When Someone's in Love,2020,"['drama', 'romance']",6.4
Mighty Little Bheem: Diwali,2019,"['comedy', 'animation']",7.7
The Girl and the Gun,2019,"['thriller', 'crime']",
Born Beautiful,2019,['comedy'],5.5
Milea,2020,"['romance', 'drama']",6.4
Stunt School,2019,['comedy'],4.4
What the Love! with Karan Johar,2020,['reality'],
A Perfect Day for Arsenide,2020,"['drama', 'romance']",5.0
Anatomy of a Scandal,2022,"['drama', 'thriller']",7.0
Heartstopper,2022,"['drama', 'romance']",8.9
The Pentaverate,2022,['comedy'],6.1
Our Great National Parks,2022,['documentation'],
Inventing Anna,2022,['drama'],6.8
The Adam Project,2022,"['drama', 'action', 'comedy', 'scifi']",6.7
Operation Mincemeat,2022,"['drama', 'war']",6.9
The Power of the Dog,2021,"['drama', 'romance', 'western']",6.9
Pieces of Her,2022,"['crime', 'drama', 'thriller']",6.4
Choose or Die,2022,"['thriller', 'drama', 'horror']",4.7
Metal Lords,2022,"['drama', 'comedy', 'music']",6.7
Conversations with a Killer: The John Wayne Gacy Tapes,2022,"['crime', 'documentation']",7.2
The Bubble,2022,['comedy'],4.7
White Hot: The Rise & Fall of Abercrombie & Fitch,2022,['documentation'],5.6
Pacific Rim: The Black,2021,"['animation', 'action', 'scifi']",7.0
Vikings: Valhalla,2022,"['war', 'action', 'drama', 'history', 'romance']",7.1
Arcane,2021,"['action', 'scifi', 'drama', 'fantasy', 'animation']",9.1
Windfall,2022,"['thriller', 'crime', 'drama']",5.7
"tick, tick... BOOM!",2021,['drama'],7.5
Hold Tight,2022,"['crime', 'drama', 'thriller']",6.1
Bad Vegan: Fame. Fraud. Fugitives.,2022,"['crime', 'documentation']",5.8
Midnight Mass,2021,"['action', 'drama', 'fantasy', 'horror', 'scifi']",7.7
Don't Look Up,2021,"['scifi', 'drama', 'comedy']",7.2
Murderville,2022,"['crime', 'comedy']",6.9
Clark,2022,"['comedy', 'crime', 'drama', 'thriller', 'action']",7.5
The Ultimatum: Marry or Move On,2022,['reality'],5.4
Apollo 10½:  A Space Age Childhood,2022,"['comedy', 'action', 'animation', 'romance', 'family', 'horror', 'drama', 'scifi']",7.3
Hard Cell,2022,"['comedy', 'documentation', 'sport']",6.1
The Woman in the House Across the Street from the Girl in the Window,2022,"['crime', 'comedy', 'drama', 'thriller']",6.3
Archive 81,2022,"['scifi', 'drama', 'horror', 'thriller']",7.3
Peter Rabbit 2: The Runaway,2021,"['fantasy', 'family', 'comedy', 'action', 'animation', 'crime', 'drama']",6.2
Jimmy Savile: A British Horror Story,2022,"['crime', 'documentation']",6.7
Squid Game,2021,"['action', 'drama', 'thriller']",8.0
The Mystery of Marilyn Monroe: The Unheard Tapes,2022,['documentation'],6.2
Black Crab,2022,"['war', 'action', 'drama', 'scifi', 'thriller']",5.6
Yakamoz S-245,2022,"['scifi', 'action', 'drama', 'thriller']",6.1
Bubble,2022,"['scifi', 'thriller', 'animation', 'action', 'drama', 'fantasy', 'romance', 'sport']",6.5
The Lost Daughter,2021,['drama'],6.7
365 Days: This Day,2022,"['romance', 'drama']",2.5
Welcome To Eden,2022,"['drama', 'action', 'thriller']",4.9
The Mitchells vs. the Machines,2021,"['animation', 'comedy', 'family', 'scifi']",7.6
Red Notice,2021,"['comedy', 'crime', 'thriller', 'action']",6.3
Stay Close,2021,"['crime', 'drama', 'thriller']",6.9
Maid,2021,"['drama', 'comedy']",8.4
The Marked Heart,2022,"['thriller', 'drama']",6.3
Meltdown: Three Mile Island,2022,"['documentation', 'history']",7.0
Shadow and Bone,2021,"['scifi', 'drama', 'fantasy', 'action']",7.6
Lupin,2021,"['crime', 'drama', 'comedy', 'action']",7.5
The Alpinist,2021,['documentation'],8.0
The Guardians of Justice,2022,['scifi'],
The Harder They Fall,2021,"['action', 'drama', 'western']",6.5
Our Father,2022,['crime'],
Against the Ice,2022,"['drama', 'history']",6.5
Brand New Cherry Flavor,2021,"['thriller', 'drama', 'horror', 'scifi']",7.1
David Spade: Nothing Personal,2022,['comedy'],
Human Resources,2022,"['comedy', 'romance', 'animation']",7.2
All of Us Are Dead,2022,"['action', 'scifi', 'thriller', 'drama', 'fantasy', 'horror']",7.5
Heirs to the Land,2022,"['comedy', 'scifi', 'drama', 'history']",7.0
The House,2022,"['animation', 'drama', 'comedy', 'thriller']",6.8
Return to Space,2022,['documentation'],7.3
The Weekend Away,2022,"['thriller', 'crime', 'drama']",5.6
Behind Her Eyes,2021,"['drama', 'thriller']",7.2
Gangubai Kathiawadi,2022,"['drama', 'crime']",7.0
Is It Cake?,2022,['reality'],5.7
Along for the Ride,2022,"['romance', 'drama']",6.0
The Andy Warhol Diaries,2022,['documentation'],7.7
The Colony,2021,"['scifi', 'thriller', 'action']",5.4
Rescued by Ruby,2022,"['drama', 'family']",7.1
The Cuphead Show!,2022,"['family', 'fantasy', 'animation', 'action', 'comedy']",7.5
The Takedown,2022,"['crime', 'drama', 'action', 'comedy']",5.7
Diana: The Musical,2021,['drama'],4.3
Cowboy Bebop,2021,"['scifi', 'comedy', 'crime', 'drama', 'fantasy', 'action']",6.6
The Hand of God,2021,['drama'],7.4
The 7 Lives of Lea,2022,"['drama', 'thriller', 'crime', 'fantasy']",7.5
The Unforgivable,2021,"['drama', 'crime']",7.1
The Guilty,2021,"['drama', 'thriller', 'action', 'crime']",6.3
Coming Home in the Dark,2021,"['horror', 'thriller']",5.7
The Tinder Swindler,2022,"['crime', 'documentation']",7.2
The Silent Sea,2021,"['horror', 'drama', 'scifi', 'thriller']",6.9
Sweet Tooth,2021,"['scifi', 'drama', 'fantasy', 'action']",7.8
Till Death,2021,"['horror', 'thriller']",5.8
Clickbait,2021,"['thriller', 'crime', 'drama']",7.2
Worst Roommate Ever,2022,"['crime', 'documentation', 'drama', 'thriller']",8.1
Hellbound,2021,"['scifi', 'horror', 'thriller', 'crime', 'drama', 'fantasy']",6.6
In from the Cold,2022,"['drama', 'scifi', 'thriller', 'action', 'crime']",6.2
Silverton Siege,2022,"['drama', 'action', 'crime', 'thriller']",6.1
Komi Can't Communicate,2021,"['drama', 'comedy', 'animation', 'romance']",7.8
Tomorrow,2022,"['drama', 'action', 'comedy', 'fantasy']",7.7
Bullsh*t the Game Show,2022,['reality'],
Munich: The Edge of War,2022,"['drama', 'history', 'thriller']",6.8
Ginny & Georgia,2021,"['drama', 'comedy']",7.4
Texas Chainsaw Massacre,2022,"['thriller', 'crime', 'horror']",4.8
Passing,2021,"['drama', 'thriller']",6.7
Downfall: The Case Against Boeing,2022,['documentation'],7.4
Inside Job,2021,"['comedy', 'fantasy', 'scifi', 'animation']",7.6
Dirty Lines,2022,"['drama', 'history']",7.3
Trivia Quest,2022,"['family', 'fantasy', 'animation']",5.6
Army of Thieves,2021,"['comedy', 'horror', 'action', 'crime', 'thriller', 'romance', 'scifi']",6.4
Gunpowder Milkshake,2021,"['action', 'crime', 'thriller']",6.0
Captain Nova,2021,"['scifi', 'family']",5.5
The Sparks Brothers,2021,"['documentation', 'music', 'comedy', 'history']",7.8
The Chair,2021,"['drama', 'comedy']",7.2
The Trip,2021,"['comedy', 'thriller', 'horror', 'action']",6.9
Sex/Life,2021,"['drama', 'romance', 'comedy']",5.4
The Chestnut Man,2021,"['crime', 'drama', 'thriller']",7.7
Outlaws,2021,"['crime', 'thriller', 'action']",6.9
Army of the Dead,2021,"['horror', 'thriller', 'crime', 'scifi', 'action']",5.7
My Liberation Notes,2022,"['drama', 'romance']",8.4
jeen-yuhs,2022,"['documentation', 'music']",8.1
True Story,2021,"['drama', 'thriller', 'comedy', 'crime']",7.5
14 Peaks: Nothing Is Impossible,2021,"['documentation', 'sport']",7.8
Halston,2021,['drama'],7.5
Anxious People,2021,"['crime', 'drama', 'comedy']",6.8
Bo Burnham: Inside,2021,"['comedy', 'drama', 'music', 'reality']",8.7
Young Royals,2021,"['drama', 'romance']",8.3
Hold Your Breath: The Ice Dive,2022,['documentation'],
Oxygen,2021,"['horror', 'scifi', 'thriller', 'fantasy', 'drama']",6.5
The Shadow in My Eye,2021,"['drama', 'history', 'war']",7.3
Resident Evil: Infinite Darkness,2021,"['action', 'scifi', 'horror', 'animation']",5.8
Our Blues,2022,['drama'],7.7
The Serpent,2021,"['drama', 'thriller', 'crime']",7.6
Like A Rolling Stone: The Life & Times of Ben Fong-Torres,2021,['documentation'],7.9
Hit & Run,2021,"['action', 'drama', 'thriller', 'crime']",7.1
Blood Sisters,2022,"['crime', 'drama', 'thriller']",
Wild Babies,2022,['documentation'],
Bigbug,2022,"['scifi', 'comedy', 'fantasy']",5.4
Trust No One: The Hunt for the Crypto King,2022,"['crime', 'documentation']",6.3
Murder Among the Mormons,2021,"['crime', 'history', 'documentation']",7.0
Kate,2021,"['action', 'crime', 'drama', 'thriller']",6.2
Worth,2021,"['history', 'drama']",6.8
Katla,2021,"['scifi', 'thriller', 'drama']",7.0
The Last Bus,2022,"['scifi', 'comedy', 'drama', 'family', 'fantasy']",5.0
Cracow Monsters,2022,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']",5.5
The Puppet Master: Hunting the Ultimate Conman,2022,"['crime', 'documentation']",7.0
Twenty Five Twenty One,2022,"['drama', 'romance']",8.7
Today We Fix the World,2022,"['drama', 'comedy']",6.2
Nightbooks,2021,"['fantasy', 'horror', 'family']",5.7
Firefly Lane,2021,"['drama', 'romance']",7.4
Furioza,2021,"['action', 'crime', 'drama']",6.2
The Billion Dollar Code,2021,"['drama', 'thriller', 'crime']",8.0
Last Man Down,2021,"['thriller', 'scifi', 'action']",5.0
Rumspringa - Ein Amish in Berlin,2022,"['drama', 'comedy']",5.3
No One Gets Out Alive,2021,"['thriller', 'horror', 'drama']",5.3
